gene_short_name	L_FPKM	R_FPKM	F_FPKM	S_FPKM
ATCG01190	0	0	0	0
ATCG01200	0	0	0	0
ATCG01210	219.266	18.1834	274.484	239.157
ATCG01220	0	0	0	0
ATCG01270	0.240745	0.0380601	0.157389	0.381244
ATCG01280	0.152474	0.052301	0.181171	0.375852
ATCG00130	4.93521	0.257512	3.12452	4.96327
AT1G01010	2.36246	19.8277	5.56467	1.92917
AT1G01040	10.1305	10.4274	11.5083	9.64623
AT1G01046	5.05594	5.19001	5.37345	3.46496
AT1G01073	0	0	0	0
AT1G01110	2.48166	7.19145	8.02667	1.35715
AT1G01115	0	0	0	0
AT1G01160	22.2917	26.197	35.4146	27.183
AT1G01180	8.4839	11.7263	1.54163	5.50576
AT1G01210	8.15877	10.314	14.2662	8.9107
AT1G01220	10.144	10.6838	11.5169	10.7291
AT1G01225	3.25663	5.31196	6.44957	6.36773
AT1G01230	30.0522	50.9886	29.7288	42.6062
AT1G01240	37.3221	21.525	21.7922	25.8603
AT1G01260	7.6374	10.5012	10.4633	7.55883
AT1G01280	0	0	13.2233	0.0190847
AT1G01290	10.4437	11.4201	16.1199	13.2617
AT1G01300	21.8767	25.8123	63.7341	43.7488
AT1G01305	0.0103558	0.0202325	4.5153	0.58825
AT1G01310	0.0106909	0.0583383	30.2114	3.1313
AT1G01350	12.9707	18.3278	16.3292	14.0227
AT1G01355	0.159331	0.0750387	0.71259	0.433731
AT1G01360	9.83975	21.6146	15.2406	13.0125
AT1G01370	4.41594	6.00495	12.288	6.24505
AT1G01380	1.0968	2.1933	0.863784	0.639852
AT1G01410	0	0	0.0392558	0
AT1G01448	14.3971	14.6104	11.3276	10.2895
AT1G01460	0.0276696	0.018633	12.5807	1.69656
AT1G01471	0	0	0	0
AT1G01480	0.172589	1.93466	1.62921	4.27546
AT1G01500	12.8364	10.5025	13.854	10.6781
AT1G01510	17.3583	23.975	23.9109	19.6038
AT1G01520	2.41524	0.172588	3.7634	0.783947
AT1G01540	34.3465	21.5905	37.5454	23.5593
AT1G01550	118.339	166.704	102.375	90.8676
AT1G01560	0.577638	0.560743	1.70092	0.706264
AT1G01570	1.18314	1.98724	4.22035	1.74544
AT1G01580	0.546485	141.113	3.80261	0.0862652
AT1G01590	0.132412	0.00728953	5.04318	5.19635
AT1G01600	1.88916	2.43463	28.3453	10.9276
AT1G01630	35.1784	32.4173	55.2483	26.6277
AT1G01690	6.02139	7.42315	10.7164	5.39157
AT1G01695	0.167557	0.196828	0.783523	0.794488
AT1G01710	20.2641	18.4254	30.5013	32.7722
AT1G01720	34.0562	33.6704	28.1936	22.1233
AT1G01730	16.7514	32.5013	20.7365	20.4331
AT1G01750	0.820421	33.4873	3.70071	1.27686
AT1G01770,AT1G01780	26.9665	45.5794	48.4665	24.0847
AT1G01790	79.2464	11.9489	40.329	40.199
AT1G01800	41.1967	55.9754	52.847	30.9197
AT1G01810	0.235131	0.499905	1.55051	1.07041
AT1G01840	1.80407	1.03037	3.46121	2.37323
AT1G01870	0	0	0	0
AT1G01900	3.48503	1.91231	6.33168	5.31206
AT1G01920	9.07158	14.9627	17.499	10.5661
AT1G01940	9.26753	15.9879	13.2601	10.3883
AT1G01950	7.57776	10.6367	10.4046	7.71675
AT1G01970	18.9116	4.27731	13.1137	18.4971
AT1G02000	4.80151	7.84477	27.0334	8.85097
AT1G02010	5.87409	3.93102	12.2723	4.48255
AT1G02065	1.10533	0	17.8077	5.67658
AT1G02074	0.171635	0	0.0876832	0.161802
AT1G02080	36.1549	51.1149	47.7441	37.1192
AT1G02100	21.9477	41.7188	22.348	16.4813
AT1G02110	10.9453	9.96579	11.0996	6.31278
AT1G02120	36.8816	48.4983	27.2386	35.688
AT1G02145	16.4417	20.777	20.4159	18.8468
AT1G02150	65.4402	14.2963	35.8003	32.83
AT1G02160	29.7676	31.6598	42.0315	44.4692
AT1G02170	15.3257	23.9137	16.8179	18.8861
AT1G02190	0.155989	0.00266861	98.0003	20.9895
AT1G02205	27.4094	0.579831	455.48	518.861
AT1G02300	23.9035	11.2067	14.042	24.3459
AT1G02305	52.6623	124.059	77.0393	122.411
AT1G02320	0	0.242615	0	0
AT1G02350	19.4804	12.2705	17.1665	25.8602
AT1G02370	3.60473	7.4334	8.75947	3.86246
AT1G02380	2.21506	2.34113	3.81238	1.46508
AT1G02390	1.74178	2.92145	2.31575	1.18238
AT1G02400	2.03837	22.5273	4.27438	2.2021
AT1G02410	17.0897	18.2809	23.5601	19.618
AT1G02420	3.0698	4.03406	4.10688	3.52409
AT1G02480	0	0	0	0
AT1G02490	1.0181	0	0.488038	0
AT1G02500	141.706	359.002	159.511	328.478
AT1G02520	0.292435	16.0218	3.19344	1.2879
AT1G02530	0.0340321	0.292206	2.1397	17.0152
AT1G02550	0	0	0.0896642	0.0979755
AT1G02560	254.553	48.2829	140.332	136.252
AT1G02570	0.00592473	4.8952	0.0554152	2.2722
AT1G02580	0.0259771	0.54542	0.354894	1.18633
AT1G02600	0	0	0	0
AT1G02620	6.319	0.620256	0.402545	0.490956
AT1G02640	18.6612	27.1252	14.1335	57.8445
AT1G02650	1.33538	0.21305	0.611586	0.388241
AT1G02670	1.25198	0.475089	4.24964	2.09529
AT1G02680	9.42907	11.6306	14.8302	11.7105
AT1G02681	0	0.0383794	0.562364	0.081429
AT1G02690	8.82089	22.6282	19.3957	9.23952
AT1G02700	0.424305	0.260399	0.3046	0.629284
AT1G02720	7.39618	9.03038	13.1246	13.0312
AT1G02750	12.0048	14.1496	9.20132	10.7496
AT1G02760	0	0	0	0
AT1G02810	0.231871	36.3368	4.50571	1.5395
AT1G02813	0.0288997	0.281494	47.2958	0.373343
AT1G02816	13.1502	22.2535	26.0091	25.5864
AT1G02840	72.1938	120.446	90.0457	56.1536
AT1G02850	18.7015	17.346	22.3476	1.94335
AT1G02860	10.7787	32.095	5.95272	9.0912
AT1G02952	0.271569	0.680629	0.324967	0.340076
AT1G02970	1.7079	2.58645	2.91732	3.19191
AT1G02980	0.0326787	0.473162	2.81734	19.1948
AT1G03010	0.285502	4.0368	0.831012	2.88174
AT1G03022	0	0	0	0
AT1G03030	10.8726	15.6599	16.0238	15.9297
AT1G03050	0	0.00514159	37.9595	3.18209
AT1G03070	0.659196	4.36163	4.78321	3.45722
AT1G03090	44.0563	45.2557	19.8075	18.1542
AT1G03103	0	0	0.0464039	0.0357673
AT1G03110	6.63777	13.5363	13.2759	6.67947
AT1G03120	0.752469	0.366213	4.03759	1.06399
AT1G03150	18.7473	17.8233	18.4335	16.5825
AT1G03160	24.8612	5.9859	17.9296	17.297
AT1G03170	0.222305	0.143511	31.9252	13.9189
AT1G03180	2.66625	4.782	6.05632	2.79677
AT1G03190	5.13414	6.65228	7.94826	6.31946
AT1G03200,AT1G03210	19.8752	67.2981	23.4659	17.5008
AT1G03220	53.48	332.73	14.3877	37.013
AT1G03230	18.3895	56.4793	8.24135	1.46823
AT1G03270	2.35167	2.12033	5.49402	5.12778
AT1G03280	20.6637	25.3423	21.3035	16.6165
AT1G03290	12.9238	25.0061	30.0303	25.2212
AT1G03310	20.6923	4.08584	17.5149	25.4826
AT1G03320	0.230005	0.0228541	0.268891	0.18999
AT1G03340	2.39011	2.65123	1.90136	0.772015
AT1G03360,AT1G03370	21.0332	37.9578	29.1265	20.6696
AT1G03380	20.687	32.3979	9.79266	12.5916
AT1G03420	11.6159	13.6857	10.9153	12.5978
AT1G03430	15.8623	19.5601	14.3981	9.63014
AT1G03440	15.087	4.16057	8.49205	5.88863
AT1G03490	0.0304896	0.00388529	0.262345	0.00409232
AT1G03495	2.32052	2.97515	2.89332	2.09778
AT1G03515	0	0	0	0
AT1G03540	1.63607	3.18669	2.72257	1.80604
AT1G03570	0	0	0	0
AT1G03580	2.98566	2.1616	0.0980252	0.308807
AT1G03600	399.44	6.40452	156.773	211.663
AT1G03610	62.4434	50.3446	27.6695	18.8906
AT1G03630	130.864	1.87415	82.1177	123.696
AT1G03687	8.99276	9.55705	10.1148	8.13464
AT1G03700	0.125082	6.00392	0.95847	0.137191
AT1G03710	0.159817	0.0184672	19.8608	22.1047
AT1G03740	16.7738	42.5145	4.71078	6.4157
AT1G03750	3.05943	6.01568	4.59092	3.88951
AT1G03770	2.3297	6.93581	5.30019	4.48293
AT1G03790	0.0730238	0.504791	1.07263	0.0238218
AT1G03810	0	0	0.167026	0
AT1G03880	0.0208606	3.55123	0.00587503	0.0214794
AT1G03890	0	0.150437	0	0.0267757
AT1G03900	28.3387	85.5856	44.2357	48.3114
AT1G03905	1.55907	10.6421	4.19898	5.86133
AT1G03910	22.7099	33.373	30.294	21.7417
AT1G03920	0.786402	5.11262	6.02633	7.44917
AT1G03930	21.3685	12.3806	15.0653	17.0132
AT1G03935	0	0	0	0
AT1G03960	7.04725	8.16971	8.61224	7.39651
AT1G03970	11.1288	14.5336	12.0661	17.388
AT1G03990	0.884749	1.02287	1.21079	1.29819
AT1G04020	4.50644	5.71625	6.69978	7.19261
AT1G04030	3.53461	12.492	8.64993	10.9843
AT1G04080	42.7543	47.8842	48.331	36.3858
AT1G04090,AT1G04100	2.77353	5.07047	6.83579	5.79722
AT1G04130	3.63442	7.55768	12.8044	11.6485
AT1G04160	2.75561	5.25839	6.64661	5.54917
AT1G04170	46.6578	74.2447	65.7197	54.3223
AT1G04180	0.195279	5.26251	0.045146	0.0672657
AT1G04200	11.4719	26.6887	18.0805	23.1134
AT1G04210	19.6962	25.9554	24.4734	15.6767
AT1G04230	7.07593	11.2267	11.9087	11.4686
AT1G04250	14.6523	82.7977	20.5799	45.1244
AT1G04295	3.88764	3.68118	9.36509	6.19338
AT1G04320	0	0	0	0
AT1G04350	49.801	4.2315	28.8949	26.0854
AT1G04370	0	0.0169343	0.0330934	0
AT1G04420	86.1958	4.87077	38.0934	56.4646
AT1G04425	15.1868	12.4649	11.0732	9.05605
AT1G04430	49.2619	73.5132	47.2722	72.785
AT1G04440	38.9727	85.3648	29.77	33.0003
AT1G04445	0.011671	0.869995	0.209912	3.17499
AT1G04450	0	0.00609448	7.43746	0.22804
AT1G04480	123.852	214.674	209.123	156.39
AT1G04501	0	0	0	0
AT1G04510	29.3633	41.9658	39.3831	29.7514
AT1G04520	10.6092	16.1604	27.7586	8.65974
AT1G04540	0.652405	2.86613	30.2425	7.36667
AT1G04550	19.1348	15.4632	30.795	18.9327
AT1G04555	4.50013	9.50421	8.85516	11.4433
AT1G04560	0.0754268	3.83921	0.116389	0.37853
AT1G04600	0.135325	0.50592	3.29608	0.821833
AT1G04610	0.534987	14.1577	1.84998	0.978732
AT1G04635	1.79838	3.77156	3.88905	2.54058
AT1G04640	33.4598	8.16337	15.1014	17.8409
AT1G04670	0	0.0938132	16.116	0.0157009
AT1G04690	55.9588	73.9362	77.8171	88.7668
AT1G04700	0.647151	2.65371	6.30106	1.51342
AT1G04710	9.64937	5.17344	17.2878	16.0784
AT1G04720	0	0	0	0
AT1G04760	1.98088	1.77666	5.46074	1.76231
AT1G04778	0.206866	1.10009	0.87697	0.227804
AT1G04790	13.6616	13.9679	15.7407	11.3609
AT1G04810	18.7062	36.4222	21.6362	22.5198
AT1G04900	4.42826	12.7608	9.97226	7.00549
AT1G04940	68.0639	18.3816	58.1181	52.9903
AT1G04945	2.95881	6.04614	5.9498	4.04514
AT1G04970	21.7727	30.9085	30.1341	22.114
AT1G05000	4.8682	30.2448	3.93029	2.83885
AT1G05080	0.00544397	0.00524433	0.573348	0.283532
AT1G05085	0	0	0	0
AT1G05090	8.68751	12.1127	9.94187	8.47165
AT1G05100	0.16799	0.568584	4.41524	1.09302
AT1G05136	0.113734	0	0	0
AT1G05140	43.5539	8.00463	26.0034	27.3029
AT1G05200	22.2536	6.94198	6.25974	11.2088
AT1G05210	5.13123	15.5433	12.2441	10.8523
AT1G05220	0.384761	10.236	0.527321	1.49338
AT1G05240	0.125752	47.3133	0.256737	0.367895
AT1G05240	1.18427	0.509223	1.71529	0.88257
AT1G05260	1.33417	179.95	9.26605	135.792
AT1G05320	9.47415	16.6168	14.3537	13.1039
AT1G05330	0.351384	0.158912	1.67191	0.224286
AT1G05360	10.3273	17.1956	25.6378	17.052
AT1G05380	12.1335	18.4287	17.1986	14.607
AT1G05400	0.528391	2.11642	1.02369	0.819158
AT1G05420	1.45515	0.994956	4.20742	4.57771
AT1G05450	0.0674679	1.35548	29.3094	0.906259
AT1G05500	23.6869	35.0748	31.2497	39.3433
AT1G05510	0.0347923	2.701	0.0824784	0.177971
AT1G05540	2.18616	0.419843	16.3159	11.6819
AT1G05590	9.90613	9.51076	12.4528	13.1459
AT1G05600	6.03693	3.80707	5.5054	4.1324
AT1G05620	13.2208	40.1027	23.0766	21.2583
AT1G05630	7.16439	4.08536	9.69921	4.53282
AT1G05690	3.53121	2.26226	2.80534	2.3701
AT1G05700	0.253768	14.3987	0.0337324	0.0113337
AT1G05710	3.25106	32.7142	28.6602	12.7439
AT1G05730	1.52122	4.19386	4.61026	4.84057
AT1G05740	0.0426572	0.054596	0.097175	0.0140788
AT1G05750	2.85357	2.79899	2.84742	2.31957
AT1G05780	7.61667	8.5706	8.02292	11.0672
AT1G05785,AT1G05790	18.0057	25.3517	23.1291	21.2117
AT1G05800	0	0.00366767	0	0.00783742
AT1G05805	31.5988	23.5771	11.1861	14.4697
AT1G05810	8.09914	12.6757	4.29672	10.0188
AT1G05820	2.18655	2.04702	8.55152	3.25257
AT1G05830	16.3141	17.1937	15.4673	11.3123
AT1G05835	32.3601	3.88748	71.4918	4.43105
AT1G05860	8.65292	8.19475	10.4649	9.63031
AT1G05880	0.00671084	0.487993	0.00326216	0
AT1G05890	33.5932	56.2427	28.0322	17.3348
AT1G05894	0.248543	0.644614	0.514067	0.279972
AT1G05900	16.2945	8.36696	13.8693	11.3128
AT1G05910	7.70101	13.7082	13.8676	11.5039
AT1G05920	0	0	0.55054	0
AT1G05930	0	0	0.383	0
AT1G05980	0	0	0	0
AT1G05990	0	0.659886	0.0160404	0.0671516
AT1G06010	16.4281	22.6289	28.3599	26.0869
AT1G06020	0.204295	0.356004	0.98035	0.766574
AT1G06030	0.0267528	0.439752	0.910675	0.902002
AT1G06060	22.6219	19.9174	18.4363	16.646
AT1G06080	22.8556	15.478	28.1695	4.67407
AT1G06090	1.34992	48.0068	2.75273	2.12441
AT1G06100	2.74343	0.0143711	0.499748	0.0514121
AT1G06120	0.0455275	6.72443	0.0951445	0.0746516
AT1G06135	0	0.011696	0	0
AT1G06140	0.654127	1.46333	0.74123	0.601236
AT1G06160	2.0818	2.38588	0.110253	0.347224
AT1G06180	6.1974	9.62666	7.08607	0.798115
AT1G06210	14.4765	26.5596	33.5746	24.0681
AT1G06220	24.3303	30.9008	31.0432	23.6807
AT1G06225	0	0.200192	0	0.17376
AT1G06230	25.0635	31.5861	29.598	21.1255
AT1G06240	11.6216	5.60835	10.9324	11.19
AT1G06260	1.0414	0.601796	63.7091	0.943303
AT1G06290,AT1G06310	46.1855	78.2207	63.9067	39.6722
AT1G06320	0	2.36355	0.812598	0.344822
AT1G06380	5.77058	7.82238	8.44917	6.22845
AT1G06390	46.9339	51.3515	50.1709	42.8593
AT1G06410	57.4516	56.5925	50.7938	41.7222
AT1G06420	3.0573	3.96859	34.2774	11.7252
AT1G06450	3.30817	3.18151	8.11184	5.63922
AT1G06470	15.7144	22.0908	16.0237	27.5225
AT1G06480	0	0	0	0
AT1G06490	1.58188	4.30132	2.57226	1.73745
AT1G06500	9.48892	8.83675	13.3889	13.7495
AT1G06510	16.3547	6.29111	9.79336	9.44966
AT1G06530	27.0795	34.0167	32.25	27.3537
AT1G06560	7.33226	10.7436	9.24348	6.34043
AT1G06610	0	0	0	0
AT1G06620	1.14296	23.3475	6.8837	2.35843
AT1G06630,AT1G06640	37.4029	151.312	58.4914	143.344
AT1G06645	11.1655	1.14312	5.08159	6.24777
AT1G06650	39.4774	18.3101	19.6179	26.4926
AT1G06670	11.1288	20.2576	16.2929	10.9071
AT1G06680	3419.07	25.528	888.048	1568.61
AT1G06730	6.30654	7.21462	8.81084	8.96127
AT1G06740,AT1G06750	2.60338	3.43346	5.74615	3.54132
AT1G06780	4.97648	22.7312	10.5715	12.1875
AT1G06790	12.7167	23.7008	28.417	19.8908
AT1G06830	6.16492	0.367935	2.13166	0.500325
AT1G06850	7.95152	13.4644	12.2213	6.46906
AT1G06870	7.93843	21.1319	15.3944	14.4347
AT1G06910	3.79387	3.69629	5.14326	4.06315
AT1G06923	0.0135076	2.6006	0.158633	0.0403832
AT1G06930	0.0447834	5.55172	0.031142	0.00649783
AT1G06960	16.2288	14.9689	25.8777	21.8061
AT1G06970	0.0189177	0.0502469	1.62522	0.0542173
AT1G06990	0	0.0761305	9.53875	0
AT1G07010	35.7296	1.18158	31.4284	31.4063
AT1G07051	0.0398777	0	0	0
AT1G07070	18.4785	45.1005	35.5483	31.8526
AT1G07080	58.6502	61.6902	54.9614	133.137
AT1G07100	0	0	0	0
AT1G07119,AT1G07130	3.59869	11.2546	3.56473	4.15231
AT1G07170	22.077	34.4966	24.424	16.9055
AT1G07175	0.0385357	7.31936	0.419221	0.0360293
AT1G07180	40.6995	0.222827	15.6849	14.9785
AT1G07190	0	0	0	0
AT1G07210	18.0849	38.9288	34.3909	23.3203
AT1G07240	17.3402	27.8183	3.75865	4.30372
AT1G07250	20.2082	17.0665	16.2432	21.8195
AT1G07280	46.5527	3.18442	11.9936	19.7705
AT1G07320	296.14	16.0913	133.141	148.614
AT1G07330	0.0545281	0.0288361	3.44099	0.162054
AT1G07340	0.00762947	0.00727206	19.9136	0.0192465
AT1G07370	10.2738	17.296	22.6199	19.9886
AT1G07390,AT1G07400	2.33338	1.24635	5.31473	1.80847
AT1G07410	0.86622	5.47729	9.00342	6.04558
AT1G07420	21.6224	41.8463	21.4858	39.7517
AT1G07460	0	0.149675	0	0.0148047
AT1G07470	15.2676	24.9653	18.8279	16.8921
AT1G07476	0	0.00758153	0.536571	0.125473
AT1G07485	3.33077	0.839057	6.89682	3.41454
AT1G07510	10.3869	15.0532	20.5234	16.6633
AT1G07560	0.0683358	13.3936	0.0292936	0.0343525
AT1G07580	0	0	0	0
AT1G07610	50.7495	780.243	9.28681	2.48962
AT1G07630	10.2935	22.7999	9.39	6.94095
AT1G07660	32.6185	38.7196	67.9513	47.7759
AT1G07680	0	0.0245321	0.00844923	0.449617
AT1G07690	0	0.0703499	0.0917334	3.83043
AT1G07700	44.0027	14.3566	40.5665	37.4072
AT1G07705	13.0941	13.503	16.77	13.9741
AT1G07728	5.97866	8.39302	6.18145	5.75391
AT1G07747	0	0	0.0872326	0.534614
AT1G07790	34.1762	45.3876	95.6164	48.3124
AT1G07795	0	1.30119	4.72762	2.22271
AT1G07800	0	0	0.0113836	0
AT1G07810	16.2371	35.8672	26.0066	22.4889
AT1G07830	13.6601	37.59	29.0494	15.1014
AT1G07840	10.1303	16.1112	15.337	13.3137
AT1G07850	0.013045	0.043797	5.13996	0.0334971
AT1G07890	261.968	620.768	630.685	695.387
AT1G07900	1.2956	1.82939	1.35665	1.05964
AT1G07910	6.30871	8.04715	7.27003	6.15564
AT1G07920	253.488	459.119	345.037	343.101
AT1G07930	199.693	380.571	296.494	272.518
AT1G07960	19.6926	48.4182	35.32	28.9928
AT1G07985	1.04713	4.9522	1.71833	0.518192
AT1G07990	18.5687	26.2325	20.1828	16.0705
AT1G08005	0.469883	0.124779	1.37022	0.673311
AT1G08032	0	0	0	0
AT1G08035	0.820836	0.191651	0.758496	0.932891
AT1G08090	0.0646314	0.194516	0.028652	0.0387809
AT1G08110	72.7925	65.7312	77.2893	67.6714
AT1G08120	0.032905	0.0533374	0.0375458	0.0054616
AT1G08190	31.5487	44.9878	42.0996	39.6782
AT1G08240	0	0	0	0
AT1G08260	5.58107	9.04931	8.2312	4.6894
AT1G08280	3.54573	11.9644	9.33996	9.17634
AT1G08300,AT1G08310	5.76448	5.15512	4.55859	2.14024
AT1G08340	1.33399	13.5889	7.26807	31.0643
AT1G08360	226.808	388.296	356.757	232.11
AT1G08370	21.6326	33.7304	30.9112	30.0659
AT1G08390	11.0953	5.15298	10.1205	11.3945
AT1G08410	7.01381	11.1317	9.96482	5.50741
AT1G08420	20.1797	26.7028	21.9726	13.5214
AT1G08430	0.155388	14.4479	0.0584595	0.153362
AT1G08440	0.0401452	0.0189939	1.29826	1.35632
AT1G08460	14.381	22.1908	15.3565	14.5784
AT1G08465	19.5281	0.0254246	32.6536	20.0279
AT1G08480	44.5707	100.239	80.0509	69.9009
AT1G08500	2.57024	22.3194	2.40831	2.39823
AT1G08520	160.85	17.5526	64.0948	71.3634
AT1G08530	11.996	8.92282	14.5239	19.8398
AT1G08540	58.9983	6.23507	27.642	35.4331
AT1G08550	62.7268	4.19014	14.6089	34.2388
AT1G08570	56.3653	44.4582	57.1143	58.8356
AT1G08590	2.50777	20.1168	3.63367	3.53603
AT1G08600	8.69572	16.8641	14.5175	11.2824
AT1G08620	7.91501	14.3246	11.5498	8.69112
AT1G08650	11.8963	38.437	22.9007	13.9663
AT1G08680	18.999	23.8653	20.7244	13.3043
AT1G08710	7.07731	9.68365	9.30777	8.08087
AT1G08720	10.5027	15.7532	8.61705	9.67754
AT1G08730	0.584443	0.56988	5.4459	0.385651
AT1G08735	0.013087	0.00183231	0.014496	0.00791835
AT1G08750	10.6718	15.9076	15.7854	15.9241
AT1G08760	7.98224	15.8451	17.1058	15.244
AT1G08770	10.8028	22.7879	14.8757	16.8965
AT1G08790	0	0	0.0744292	0
AT1G08830	94.2061	470.935	608.744	441.991
AT1G08845	5.76315	5.64168	7.2643	5.65831
AT1G08860	0.0764243	0.0355102	3.1249	4.2549
AT1G08890	9.44695	36.2637	1.80508	2.47347
AT1G08900,AT1G08910	36.0795	21.5416	17.136	34.6567
AT1G08920	13.4515	28.1175	14.3866	26.7092
AT1G08930	62.1523	157.796	1.41026	3.7709
AT1G08940	3.31927	17.456	2.31597	2.83855
AT1G08950	0	0	0	0
AT1G08960	7.92286	11.4074	11.4548	11.969
AT1G08970	24.881	32.8614	40.8211	49.2081
AT1G08980	58.4353	10.4225	25.5037	41.4941
AT1G08985	0.0174953	0	0	17.4485
AT1G08990	0.0691137	14.8121	0.0334426	0.398742
AT1G09000	1.49854	7.73963	3.03665	2.98952
AT1G09026	0	0	0	0
AT1G09040	1.86742	2.7963	3.29954	2.48514
AT1G09050	2.01582	2.69612	3.45351	2.16265
AT1G09070	141.8	80.568	84.322	129
AT1G09090	0.0698328	19.0726	0.0153337	0.015631
AT1G09110	0	0	0	0
AT1G09150	28.812	39.3084	41.6211	36.6814
AT1G09176	0.0866832	0.597223	0.383138	0.0582128
AT1G09180	1.44073	0.168928	6.1139	4.49395
AT1G09240	6.54765	0.0180004	9.06546	0.900265
AT1G09250	12.7274	19.0888	13.5407	5.38577
AT1G09260	0.0296063	0.195367	1.15773	0.014763
AT1G09270	25.4247	50.4739	32.8289	33.7342
AT1G09300	3.88483	9.16433	6.52054	5.19993
AT1G09310	475.8	4.90505	546.206	994.247
AT1G09340	483.783	4.75238	190.991	323.869
AT1G09350	0.597974	1.25298	0.709542	1.06342
AT1G09360	0	0	0	0.534157
AT1G09370	0.050437	0.0659391	1.37317	82.2974
AT1G09390	22.7562	10.1499	25.6029	37.5166
AT1G09410	0.514464	0.906082	0.97233	0.63107
AT1G09421	1.72902	0.976818	1.7623	1.31019
AT1G09430	58.5214	68.347	30.283	47.1277
AT1G09450	3.12911	3.36915	6.6056	2.47427
